id,price
0,2968.75
1,5381.89
2,9520.64
3,4140.58
4,1693.89
5,6218.23
6,4834.14
7,4226.06
8,5127.3
9,16022.79
10,4327.96
11,882.71
12,3197.84
13,1669.56
14,2394.56
15,1129.06
16,1445.7
17,4016.21
18,4168.2
19,875.62
20,2299.05
21,5212.35
22,4149.17
23,606.75
24,16622.12
25,1074.67
26,629.19
27,982.22
28,1667.59
29,912.78
30,10236.56
31,578.17
32,3993.05
33,734.32
34,621.88
35,2371.91
36,6532.33
37,2665.56
38,2880.82
39,665.1
40,505.83
41,8847.87
42,886.49
43,1885.72
44,10613.24
45,2553.67
46,937.73
47,905.96
48,1232.95
49,2868.11
50,596.58
51,4647.92
52,2887.3
53,6858.45
54,5586.92
55,2219.39
56,8181.38
57,2466.31
58,4433.96
59,2938.35
60,1262.77
61,507.58
62,6968.75
63,1117.5
64,8790.12
65,17482.49
66,866.55
67,11932.44
68,5454.36
69,9255.47
70,473.67
71,638.3
72,912.7
73,1263.78
74,5183.3
75,1824.94
76,8472.18
77,14287.48
78,2785.66
79,6533.85
80,10872.55
81,2113.51
82,14465.74
83,6408.1
84,847.46
85,8193.76
86,1024.71
87,12053.16
88,7866.32
89,15092.71
90,4956.89
91,1328.42
92,999.28
93,855.9686666666669
94,16519.84
95,509.01
96,14686.1
97,15549.89
98,12950.22
99,761.58
100,2560.38
101,741.8875000000002
102,660.52
103,455.78
104,1035.94
105,1621.93
106,1317.11
107,816.59
108,1032.53
109,661.59
110,663.49
111,1006.3
112,1897.5
113,1673.16
114,1515.38
115,5069.07
116,5329.92
117,15847.07
118,487.84
119,16820.99
120,1315.52
121,1694.04
122,1171.94
123,505.12
124,737.21
125,1313.44
126,1125.02
127,13007.25
128,5191.3
129,5008.8
130,6400.12
131,3435.95
132,6833.74
133,1011.89
134,4078.74
135,1037.85
136,589.11
137,7265.05
138,551.42
139,4404.54
140,888.51
141,1027.27
142,3685.6
143,3677.64
144,747.37
145,6480.57
146,16742.81
147,5349.88
148,2646.0
149,1849.28
150,2565.83
151,1677.22
152,12137.27
153,2839.04
154,646.16
155,14716.05
156,3692.1
157,2932.99
158,3973.7
159,852.97
160,7571.4
161,9541.05
162,690.79
163,705.93
164,5404.02
165,11244.74
166,3439.45
167,4621.6
168,3398.19
169,11679.67
170,680.0
171,1667.27
172,4519.96
173,2027.16
174,6391.14
175,1766.63
176,4459.06
177,3417.48
178,2663.63
179,3531.21
180,3536.86
181,1930.05
182,942.23
183,1656.28
184,680.57
185,4075.63
186,839.06
187,896.12
188,504.22
189,1822.68
190,2258.91
191,693.11
192,891.59
193,6654.1
194,3755.55
195,2646.4
196,632.43
197,13570.12
198,598.49
199,8673.07
200,10912.6
201,6376.37
202,670.47
203,712.62
204,6502.98
205,3558.15
206,639.69
207,3111.06
208,1031.5
209,8773.86
210,2661.19
211,7230.9
212,11341.37
213,398.57
214,1263.81
215,889.59
216,2578.45
217,2584.68
218,916.16
219,1300.66
220,2567.2
221,2159.75
222,8898.38
223,988.46
224,1226.91
225,4470.82
226,3214.27
227,1949.69
228,6425.53
229,1872.9
230,5074.59
231,1435.28
232,1288.32
233,1553.08
234,990.94
235,8399.15
236,1234.01
237,1001.43
238,4112.34
239,8051.43
240,6050.73
241,956.74
242,15839.19
243,4376.22
244,463.89
245,1095.24
246,2503.32
247,7443.75
248,10796.04
249,5899.28
250,5326.25
251,1544.49
252,2782.84
253,5290.78
254,5090.66
255,1276.87
256,665.38
257,1943.7
258,868.84
259,14840.69
260,6242.92
261,4801.7
262,1761.17
263,3825.15
264,821.0
265,2252.81
266,7780.18
267,1746.93
268,1043.01
269,8824.77
270,7549.12
271,802.77
272,4256.15
273,5132.34
274,530.73
275,939.83
276,6056.53
277,530.01
278,6498.42
279,8241.9
280,1635.94
281,2622.77
282,3944.42
283,9177.65
284,8928.92
285,10666.54
286,5084.88
287,16964.65
288,1723.9
289,5900.54
290,420.82
291,8281.23
292,17754.88
293,919.38
294,7691.89
295,1820.53
296,2248.49
297,725.08
298,449.93
299,5733.01
300,2146.66
301,1097.02
302,3561.63
303,5545.72
304,5880.74
305,8543.66
306,1072.26
307,1016.46
308,1768.74
309,2130.88
310,1751.68
311,492.17
312,7461.78
313,5189.77
314,2408.27
315,9994.73
316,660.41
317,1043.82
318,950.33
319,8366.99
320,4877.43
321,528.68
322,448.96
323,501.56
324,921.48
325,5633.8
326,1699.86
327,1794.33
328,6380.22
329,771.76
330,17254.51
331,2408.06
332,868.99
333,8775.87
334,3427.47
335,1808.45
336,16090.7
337,965.8
338,911.42
339,6025.26
340,628.02
341,1684.4
342,715.17
343,4282.66
344,4294.37
345,1746.41
346,702.59
347,2568.91
348,4755.64
349,900.34
350,3176.16
351,467.26
352,2949.16
353,1992.92
354,608.29
355,1451.54
356,721.23
357,11772.25
358,1505.5
359,484.88
360,1061.51
361,8190.98
362,573.47
363,9107.57
364,3805.91
365,749.92
366,713.02
367,4551.95
368,1779.66
369,634.04
370,629.16
371,707.74
372,6354.59
373,1021.67
374,419.01
375,768.87
376,647.44
377,4153.11
378,2819.08
379,611.57
380,4523.26
381,491.5
382,714.32
383,9440.16
384,1168.86
385,835.89
386,16732.89
387,12392.15
388,890.04
389,765.86
390,2637.92
391,893.87
392,8989.19
393,601.25
394,2009.05
395,4794.25
396,849.37
397,2046.71
398,1071.38
399,2321.53
400,5220.59
401,635.86
402,2560.24
403,10209.53
404,1250.27
405,1108.4
406,479.54
407,17212.72
408,2115.09
409,5676.32
410,837.01
411,717.84
412,4438.37
413,1449.58
414,7270.34
415,912.06
416,1365.04
417,8203.8
418,393.34
419,4934.2
420,13750.45
421,4535.06
422,5109.69
423,901.41
424,1198.17
425,403.99
426,790.9
427,14533.0
428,1732.54
429,7844.59
430,4867.09
431,16583.81
432,2192.32
433,3093.63
434,608.63
435,3231.64
436,2419.53
437,1147.38
438,6955.72
439,617.54
440,3497.78
441,1567.59
442,832.2
443,642.33
444,1063.96
445,1094.51
446,2212.36
447,5791.25
448,817.9
449,2323.65
450,726.39
451,1150.0
452,7011.51
453,5849.01
454,2932.36
455,4125.47
456,1028.73
457,11632.32
458,4027.86
459,4988.26
460,12692.29
461,525.87
462,797.4
463,593.07
464,845.67
465,4203.57
466,840.95
467,4237.04
468,4663.79
469,1332.21
470,2489.1
471,2407.2
472,2341.72
473,6792.45
474,1373.37
475,1116.43
476,16026.48
477,5328.07
478,2744.53
479,11574.63
480,808.18
481,5574.72
482,10549.76
483,14953.37
484,1251.12
485,4345.18
486,12577.1
487,3096.7
488,2494.25
489,1940.03
490,579.73
491,749.5
492,4507.05
493,9837.77
494,2426.0
495,913.26
496,2215.82
497,5400.18
498,1737.85
499,4156.12
500,10027.39
501,699.15
502,8993.38
503,1447.51
504,493.72
505,4429.8
506,622.68
507,3623.82
508,1744.24
509,1067.03
510,1395.15
511,599.76
512,996.43
513,3920.69
514,3081.41
515,14398.46
516,4650.36
517,7111.64
518,1123.99
519,1898.14
520,5688.28
521,2114.39
522,757.62
523,6445.49
524,9131.55
525,1785.97
526,1270.72
527,2318.03
528,4848.47
529,4870.9
530,2592.16
531,2872.79
532,3036.29
533,7324.64
534,2650.84
535,15922.17
536,15400.26
537,4618.38
538,1985.07
539,2087.53
540,10682.47
541,10748.23
542,719.06
543,15206.27
544,610.89
545,7442.09
546,9759.84
547,1853.95
548,970.6
549,7618.26
550,548.67
551,957.35
552,6713.13
553,1621.93
554,2493.76
555,14607.39
556,4593.45
557,9576.59
558,1356.52
559,3065.14
560,798.07
561,2491.35
562,695.61
563,4150.21
564,5614.67
565,2388.66
566,2375.99
567,2081.23
568,5655.78
569,1809.51
570,1289.61
571,4268.74
572,16134.13
573,14525.94
574,5196.82
575,623.06
576,4391.85
577,1172.06
578,573.53
579,3537.64
580,2140.09
581,914.09
582,978.71
583,490.95
584,8209.95
585,1683.26
586,831.87
587,872.84
588,2521.11
589,3511.63
590,1904.31
591,514.58
592,954.12
593,604.91
594,8792.84
595,1236.61
596,14571.41
597,964.73
598,1172.59
599,3189.71
600,2387.65
601,8540.52
602,2325.19
603,9691.51
604,506.37
605,1171.72
606,873.82
607,5437.8
608,2315.96
609,702.77
610,1767.37
611,918.2
612,3611.87
613,3218.43
614,950.28
615,476.53
616,699.35
617,3509.11
618,14411.2
619,10989.69
620,845.77
621,649.2
622,842.21
623,2432.91
624,4590.46
625,15913.58
626,1122.9085714285713
627,841.6
628,1724.6
629,3783.1
630,2619.01
631,10353.52
632,1200.74
633,1138.56
634,4048.69
635,8040.76
636,4219.13
637,1007.25
638,13352.91
639,4740.55
640,7050.26
641,565.43
642,806.85
643,4974.49
644,1132.79
645,780.01
646,1870.87
647,1684.59
648,4974.33
649,1850.47
650,3553.08
651,15854.37
652,1318.71
653,2035.04
654,1041.07
655,16928.54
656,2549.7
