id,price
0,2976.56
1,5434.84
2,9191.39
3,4028.24
4,1747.94
5,5743.63
6,4838.3
7,4285.04
8,5108.0
9,16488.76
10,4444.7
11,883.88
12,3250.79
13,1636.81
14,2367.56
15,1100.53
16,1479.2
17,4086.53
18,4150.64
19,866.79
20,2240.47
21,5178.73
22,4278.63
23,607.56
24,16820.13
25,1069.91
26,649.23
27,976.89
28,1608.63
29,924.15
30,10265.38
31,610.87
32,3971.89
33,712.82
34,632.36
35,2282.18
36,6338.61
37,2783.55
38,2848.05
39,667.05
40,497.69
41,8801.15
42,898.48
43,1909.65
44,10509.97
45,2455.17
46,912.24
47,888.95
48,1208.42
49,2921.3
50,593.24
51,4793.65
52,2929.31
53,7065.94
54,5402.26
55,2231.47
56,8830.84
57,2530.53
58,4474.16
59,2916.8
60,1244.84
61,505.47
62,6977.34
63,1190.28
64,8910.52
65,17717.18
66,874.32
67,11759.36
68,5295.49
69,9143.16
70,466.47
71,654.32
72,882.38
73,1267.51
74,5122.94
75,1850.35
76,8899.86
77,14355.35
78,2786.93
79,6556.15
80,10914.64
81,2135.16
82,13296.85
83,6334.12
84,850.45
85,8517.86
86,1004.68
87,12485.06
88,7748.82
89,14968.57
90,4632.29
91,1322.39
92,997.27
93,868.4035714285716
94,17136.1
95,552.72
96,14425.27
97,15293.01
98,12908.19
99,763.32
100,2449.93
101,764.4156666666667
102,620.96
103,459.16
104,1024.12
105,1622.57
106,1277.2
107,761.07
108,1050.9
109,724.99
110,663.08
111,1011.44
112,1858.81
113,1684.71
114,1522.55
115,5031.8
116,5213.42
117,15680.01
118,481.19
119,16797.08
120,1265.47
121,1694.75
122,1082.46
123,497.84
124,701.3
125,1280.15
126,1154.77
127,13325.04
128,5283.34
129,5068.41
130,6092.84
131,3625.02
132,6719.77
133,1026.75
134,4181.05
135,1033.65
136,597.06
137,6615.88
138,550.92
139,4372.27
140,994.21
141,974.28
142,3512.4
143,3591.78
144,763.5116666666668
145,6344.48
146,17307.78
147,5246.59
148,2638.23
149,1862.87
150,2469.72
151,1685.1
152,12448.57
153,2813.27
154,624.42
155,14659.88
156,3780.89
157,2891.84
158,4072.39
159,908.46
160,7735.08
161,9582.81
162,686.71
163,696.69
164,5532.99
165,11315.54
166,3425.11
167,4621.65
168,3429.16
169,11901.96
170,691.91
171,1703.74
172,4468.07
173,2050.79
174,6424.21
175,1755.54
176,4327.66
177,3493.76
178,2605.7
179,3349.06
180,3499.57
181,1798.71
182,934.44
183,1656.44
184,678.99
185,4013.09
186,853.67
187,919.85
188,522.55
189,1830.94
190,2305.31
191,687.31
192,871.4
193,6645.99
194,3949.62
195,2535.38
196,625.17
197,13171.01
198,594.85
199,8560.38
200,11036.35
201,6430.02
202,713.94
203,737.84
204,6469.88
205,3577.95
206,639.45
207,3025.48
208,1032.44
209,8427.42
210,2704.81
211,6967.6
212,10896.41
213,384.77
214,1228.25
215,896.83
216,2628.51
217,2668.62
218,907.82
219,1296.74
220,2818.5
221,2160.39
222,8928.57
223,997.27
224,1221.14
225,4544.37
226,3466.23
227,1927.92
228,6795.4
229,1891.87
230,4847.74
231,1564.77
232,1307.55
233,1542.66
234,998.19
